index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 12 %, 6119 MiB
1, 29 %, 10 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 40 %, 6119 MiB
1, 79 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 20 %, 6119 MiB
1, 46 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 20 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 27 %, 6119 MiB
1, 54 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 27 %, 6119 MiB
1, 53 %, 28 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 34 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 24 %, 6119 MiB
1, 49 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 41 %, 6119 MiB
1, 77 %, 39 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 15 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 13 %, 6119 MiB
1, 33 %, 14 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 41 %, 6119 MiB
1, 79 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 18 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 14 %, 6119 MiB
1, 35 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 75 %, 39 %, 6119 MiB
1, 78 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 43 %, 19 %, 6119 MiB
1, 45 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 20 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 29 %, 6119 MiB
1, 53 %, 24 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 49 %, 25 %, 6119 MiB
1, 54 %, 29 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 20 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 32 %, 6119 MiB
1, 56 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 45 %, 20 %, 6119 MiB
1, 46 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 30 %, 16 %, 6119 MiB
1, 27 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 14 %, 6119 MiB
1, 32 %, 11 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 86 %, 39 %, 6119 MiB
1, 76 %, 39 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 30 %, 16 %, 6119 MiB
1, 30 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 13 %, 6119 MiB
1, 39 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 38 %, 6119 MiB
1, 59 %, 31 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 19 %, 6119 MiB
1, 28 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 45 %, 18 %, 6119 MiB
1, 58 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 51 %, 26 %, 6119 MiB
1, 43 %, 24 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 21 %, 6119 MiB
1, 38 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 81 %, 40 %, 6119 MiB
1, 71 %, 38 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 19 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 13 %, 6119 MiB
1, 32 %, 11 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 74 %, 38 %, 6119 MiB
1, 64 %, 34 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 20 %, 6119 MiB
1, 39 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 82 %, 41 %, 6119 MiB
1, 83 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 29 %, 16 %, 6119 MiB
1, 29 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 27 %, 6119 MiB
1, 63 %, 29 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 16 %, 6119 MiB
1, 24 %, 12 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 21 %, 6119 MiB
1, 39 %, 19 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 41 %, 6119 MiB
1, 75 %, 39 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 20 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 36 %, 6119 MiB
1, 80 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 18 %, 6119 MiB
1, 28 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 48 %, 19 %, 6119 MiB
1, 53 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 85 %, 42 %, 6119 MiB
1, 81 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 30 %, 18 %, 6119 MiB
1, 34 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 64 %, 30 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 42 %, 23 %, 6119 MiB
1, 84 %, 42 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 15 %, 6119 MiB
1, 31 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 67 %, 34 %, 6119 MiB
1, 51 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 22 %, 14 %, 6119 MiB
1, 48 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 23 %, 6119 MiB
1, 31 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 24 %, 6119 MiB
1, 63 %, 29 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 25 %, 6119 MiB
1, 39 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 15 %, 6119 MiB
1, 48 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 76 %, 34 %, 6119 MiB
1, 63 %, 33 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 18 %, 6119 MiB
1, 34 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 42 %, 22 %, 6119 MiB
1, 36 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 41 %, 6119 MiB
1, 80 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 42 %, 17 %, 6119 MiB
1, 33 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 19 %, 6119 MiB
1, 32 %, 14 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 79 %, 40 %, 6119 MiB
1, 78 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 42 %, 18 %, 6119 MiB
1, 39 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 20 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 45 %, 18 %, 6119 MiB
1, 48 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 72 %, 32 %, 6119 MiB
1, 58 %, 31 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 18 %, 6119 MiB
1, 34 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 42 %, 16 %, 6119 MiB
1, 51 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 81 %, 37 %, 6119 MiB
1, 63 %, 33 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 29 %, 17 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 21 %, 6119 MiB
1, 35 %, 13 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 86 %, 42 %, 6119 MiB
1, 69 %, 36 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 28 %, 16 %, 6119 MiB
1, 33 %, 19 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 22 %, 6119 MiB
1, 60 %, 28 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 45 %, 22 %, 6119 MiB
1, 40 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 19 %, 6119 MiB
1, 39 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 85 %, 42 %, 6119 MiB
1, 78 %, 39 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 23 %, 6119 MiB
1, 41 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 21 %, 6119 MiB
1, 37 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 41 %, 6119 MiB
1, 70 %, 37 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 37 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 25 %, 6119 MiB
1, 64 %, 30 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 50 %, 27 %, 6119 MiB
1, 42 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 16 %, 6119 MiB
1, 29 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
