index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 29 %, 5147 MiB
1, 34 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 70 %, 35 %, 5147 MiB
1, 50 %, 26 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 33 %, 5147 MiB
1, 71 %, 37 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 33 %, 5147 MiB
1, 71 %, 37 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 58 %, 32 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 28 %, 5147 MiB
1, 42 %, 24 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 72 %, 35 %, 5147 MiB
1, 44 %, 23 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 30 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 36 %, 5147 MiB
1, 62 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 34 %, 5147 MiB
1, 42 %, 24 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 42 %, 22 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 18 %, 5147 MiB
1, 35 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 53 %, 27 %, 5147 MiB
1, 59 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 37 %, 5147 MiB
1, 67 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 32 %, 5147 MiB
1, 51 %, 30 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 43 %, 23 %, 5147 MiB
1, 32 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 43 %, 22 %, 5147 MiB
1, 55 %, 28 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 65 %, 33 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 67 %, 34 %, 5147 MiB
1, 55 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 19 %, 5147 MiB
1, 21 %, 12 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 49 %, 27 %, 5147 MiB
1, 32 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 19 %, 5147 MiB
1, 55 %, 28 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 27 %, 5147 MiB
1, 73 %, 37 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 36 %, 5147 MiB
1, 65 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 74 %, 35 %, 5147 MiB
1, 57 %, 32 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 70 %, 34 %, 5147 MiB
1, 54 %, 32 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 30 %, 5147 MiB
1, 35 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 18 %, 5147 MiB
1, 48 %, 25 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 26 %, 16 %, 5147 MiB
1, 31 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 49 %, 25 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 45 %, 23 %, 5147 MiB
1, 52 %, 25 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 27 %, 5147 MiB
1, 70 %, 36 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 37 %, 5147 MiB
1, 66 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 70 %, 36 %, 5147 MiB
1, 67 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 52 %, 26 %, 5147 MiB
1, 58 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 32 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 35 %, 5147 MiB
1, 58 %, 32 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 64 %, 33 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 35 %, 5147 MiB
1, 58 %, 32 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 32 %, 5147 MiB
1, 49 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 31 %, 5147 MiB
1, 31 %, 17 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 19 %, 5147 MiB
1, 32 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 19 %, 5147 MiB
1, 56 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 43 %, 22 %, 5147 MiB
1, 52 %, 26 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 29 %, 5147 MiB
1, 69 %, 36 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 35 %, 5147 MiB
1, 51 %, 28 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 33 %, 5147 MiB
1, 47 %, 27 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 23 %, 5147 MiB
1, 32 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 20 %, 5147 MiB
1, 51 %, 25 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 29 %, 5147 MiB
1, 69 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 35 %, 5147 MiB
1, 55 %, 30 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 33 %, 5147 MiB
1, 48 %, 28 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 33 %, 5147 MiB
1, 34 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 49 %, 28 %, 5147 MiB
1, 32 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 8 %, 2 %, 5147 MiB
1, 19 %, 13 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 33 %, 5147 MiB
1, 38 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 48 %, 27 %, 5147 MiB
1, 31 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 40 %, 21 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 24 %, 5147 MiB
1, 53 %, 26 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 53 %, 25 %, 5147 MiB
1, 72 %, 37 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 70 %, 36 %, 5147 MiB
1, 67 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 69 %, 35 %, 5147 MiB
1, 56 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 34 %, 5147 MiB
1, 38 %, 22 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 31 %, 5147 MiB
1, 48 %, 28 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 31 %, 5147 MiB
1, 34 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 19 %, 5147 MiB
1, 32 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 18 %, 5147 MiB
1, 49 %, 25 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 49 %, 25 %, 5147 MiB
1, 61 %, 31 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 27 %, 5147 MiB
1, 69 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 36 %, 5147 MiB
1, 64 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 69 %, 35 %, 5147 MiB
1, 51 %, 26 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 48 %, 26 %, 5147 MiB
1, 65 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 31 %, 5147 MiB
1, 72 %, 37 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 20 %, 5147 MiB
1, 67 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 54 %, 30 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 49 %, 25 %, 5147 MiB
1, 48 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 29 %, 5147 MiB
1, 32 %, 17 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 35 %, 5147 MiB
1, 32 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 34 %, 5147 MiB
1, 53 %, 27 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 34 %, 5147 MiB
1, 59 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 21 %, 10 %, 5147 MiB
1, 70 %, 36 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 32 %, 5147 MiB
1, 65 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 21 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 18 %, 5147 MiB
1, 57 %, 31 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 49 %, 25 %, 5147 MiB
1, 48 %, 28 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 30 %, 5147 MiB
1, 30 %, 17 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 35 %, 5147 MiB
1, 36 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
